"state","sex","year","age","f12","gkv.pop","rate","rate.age.std"
"Sachsen-Anhalt","men",2014,"20-24",258,41502,6.21656787624693,NA
"Sachsen-Anhalt","men",2014,"25-29",381,65186,5.84481330347007,NA
"Sachsen-Anhalt","men",2014,"30-34",340,63163,5.38289821572756,NA
"Sachsen-Anhalt","men",2014,"35-44",212,113088,1.87464629315224,NA
"Sachsen-Anhalt","men",2014,"45-64",67,327143,0.204803404015981,NA
"Sachsen-Anhalt","men",2015,"15-19",174,38707,4.49531092567236,NA
"Sachsen-Anhalt","men",2015,"15-64",1691,641780,2.63485929757861,3.05307274737605
"Sachsen-Anhalt","men",2015,"20-24",318,36176,8.79035824856258,NA
"Sachsen-Anhalt","men",2015,"25-29",424,65178,6.50526251189052,NA
"Sachsen-Anhalt","men",2015,"30-34",387,63611,6.08385342157803,NA
"Sachsen-Anhalt","men",2015,"35-44",295,112992,2.61080430472954,NA
"Sachsen-Anhalt","men",2015,"45-64",93,325116,0.286051747683904,NA
"Sachsen-Anhalt","men",2016,"15-19",176,40425,4.35374149659864,NA
"Sachsen-Anhalt","men",2016,"15-64",1981,640456,3.09310866007969,3.56009294716259
"Sachsen-Anhalt","men",2016,"20-24",344,36185,9.50670167196352,NA
"Sachsen-Anhalt","men",2016,"25-29",447,62125,7.19517102615694,NA
"Sachsen-Anhalt","men",2016,"30-34",484,64847,7.46372230018351,NA
"Sachsen-Anhalt","men",2016,"35-44",402,113347,3.54663114153881,NA
"Sachsen-Anhalt","men",2016,"45-64",128,323527,0.395639312947606,NA
"Sachsen-Anhalt","men",2017,"15-19",231,41622,5.54994954591322,NA
"Sachsen-Anhalt","men",2017,"15-64",2405,637905,3.77015386303603,4.31407324191289
"Sachsen-Anhalt","men",2017,"20-24",440,37878,11.6162416178257,NA
"Sachsen-Anhalt","men",2017,"25-29",482,57387,8.39911478209351,NA
"Sachsen-Anhalt","men",2017,"30-34",559,65934,8.47817514484181,NA
"Sachsen-Anhalt","men",2017,"35-44",519,115899,4.47803691144876,NA
"Sachsen-Anhalt","men",2017,"45-64",174,319185,0.545138399360872,NA
"Sachsen-Anhalt","men",2018,"15-19",260,42058,6.18193922678206,NA
"Sachsen-Anhalt","men",2018,"15-64",2669,631081,4.22925107870464,4.80883093300612
"Sachsen-Anhalt","men",2018,"20-24",490,39309,12.4653387265003,NA
"Sachsen-Anhalt","men",2018,"25-29",474,50626,9.36277801919962,NA
"Sachsen-Anhalt","men",2018,"30-34",595,66556,8.93984013462348,NA
"Sachsen-Anhalt","men",2018,"35-44",643,119784,5.36799572563949,NA
"Sachsen-Anhalt","men",2018,"45-64",207,312748,0.661874736209344,NA
"Sachsen-Anhalt","men",2019,"15-19",278,42031,6.61416573481478,NA
"Sachsen-Anhalt","men",2019,"15-64",2982,622332,4.79165461522146,5.43294089770531
"Sachsen-Anhalt","men",2019,"20-24",545,40853,13.3405135485766,NA
"Sachsen-Anhalt","men",2019,"25-29",492,44403,11.0803324099723,NA
"Sachsen-Anhalt","men",2019,"30-34",641,66246,9.67605591280983,NA
"Sachsen-Anhalt","men",2019,"35-44",818,122798,6.66134627599798,NA
"Sachsen-Anhalt","men",2019,"45-64",208,306001,0.679736340730913,NA
"Sachsen-Anhalt","men",2020,"15-19",270,41690,6.47637323099065,NA
"Sachsen-Anhalt","men",2020,"15-64",3257,616173,5.28585316136864,5.96139202747171
"Sachsen-Anhalt","men",2020,"20-24",607,42804,14.1809176712457,NA
"Sachsen-Anhalt","men",2020,"25-29",514,39344,13.0642537616917,NA
"Sachsen-Anhalt","men",2020,"30-34",637,66195,9.62308331444973,NA
"Sachsen-Anhalt","men",2020,"35-44",970,126817,7.6488167990096,NA
"Sachsen-Anhalt","men",2020,"45-64",259,299323,0.865285995396278,NA
"Sachsen-Anhalt","men",2021,"15-19",240,41753,5.74808995760784,NA
"Sachsen-Anhalt","men",2021,"15-64",3562,609361,5.84546762920502,6.53660916829024
"Sachsen-Anhalt","men",2021,"20-24",646,43604,14.815154572975,NA
"Sachsen-Anhalt","men",2021,"25-29",568,38666,14.6899084466974,NA
"Sachsen-Anhalt","men",2021,"30-34",650,61835,10.5118460418857,NA
"Sachsen-Anhalt","men",2021,"35-44",1123,130011,8.63773065356008,NA
"Sachsen-Anhalt","men",2021,"45-64",335,293492,1.1414280457389,NA
"Sachsen-Anhalt","total",2009,"15-19",88,85071,1.03443006429923,NA
"Sachsen-Anhalt","total",2009,"15-64",986,1386635,0.711073930774861,0.72082654550344
"Sachsen-Anhalt","total",2009,"20-24",304,138834,2.18966535574859,NA
"Sachsen-Anhalt","total",2009,"25-29",247,127329,1.93985659197826,NA
"Sachsen-Anhalt","total",2009,"30-34",130,105815,1.22855927798516,NA
"Sachsen-Anhalt","total",2009,"35-44",96,273414,0.351115890188505,NA
"Sachsen-Anhalt","total",2009,"45-64",121,656172,0.184402869979213,NA
"Sachsen-Anhalt","total",2010,"15-19",81,70096,1.15555809175987,NA
"Sachsen-Anhalt","total",2010,"15-64",999,1362595,0.733159889769154,0.759434304605746
"Sachsen-Anhalt","total",2010,"20-24",289,134427,2.14986572637937,NA
"Sachsen-Anhalt","total",2010,"25-29",299,125847,2.37590089553188,NA
"Sachsen-Anhalt","total",2010,"30-34",150,111144,1.3496005182466,NA
"Sachsen-Anhalt","total",2010,"35-44",106,255939,0.414161186845303,NA
"Sachsen-Anhalt","total",2010,"45-64",74,665142,0.111254438901768,NA
"Sachsen-Anhalt","total",2011,"15-19",80,66464,1.20365912373616,NA
"Sachsen-Anhalt","total",2011,"15-64",1013,1341681,0.755022989816506,0.802312619550951
"Sachsen-Anhalt","total",2011,"20-24",245,121968,2.00872359963269,NA
"Sachsen-Anhalt","total",2011,"25-29",293,124722,2.34922467567871,NA
"Sachsen-Anhalt","total",2011,"30-34",183,114665,1.59595342955566,NA
"Sachsen-Anhalt","total",2011,"35-44",117,241350,0.484773151025482,NA
"Sachsen-Anhalt","total",2011,"45-64",95,672512,0.141261419870575,NA
"Sachsen-Anhalt","total",2012,"15-19",106,66517,1.59357758167085,NA
"Sachsen-Anhalt","total",2012,"15-64",1166,1326181,0.87921633623163,0.954076403985528
"Sachsen-Anhalt","total",2012,"20-24",262,107793,2.43058454630635,NA
"Sachsen-Anhalt","total",2012,"25-29",320,125426,2.55130515204184,NA
"Sachsen-Anhalt","total",2012,"30-34",219,117287,1.86721461031487,NA
"Sachsen-Anhalt","total",2012,"35-44",150,232474,0.645233445460568,NA
"Sachsen-Anhalt","total",2012,"45-64",109,676684,0.161079617664966,NA
"Sachsen-Anhalt","total",2013,"15-19",139,68438,2.03103538969578,NA
"Sachsen-Anhalt","total",2013,"15-64",1388,1310751,1.0589349159375,1.17422245156634
"Sachsen-Anhalt","total",2013,"20-24",278,93169,2.98382509203705,NA
"Sachsen-Anhalt","total",2013,"25-29",413,125644,3.28706504090924,NA
"Sachsen-Anhalt","total",2013,"30-34",270,119028,2.26837382800686,NA
"Sachsen-Anhalt","total",2013,"35-44",189,225844,0.836860841997131,NA
"Sachsen-Anhalt","total",2013,"45-64",99,678628,0.145882574842182,NA
"Sachsen-Anhalt","total",2014,"15-19",191,71423,2.67420858826988,NA
"Sachsen-Anhalt","total",2014,"15-64",1782,1295012,1.37604902502834,1.56102619805179
"Sachsen-Anhalt","total",2014,"20-24",344,81016,4.24607484941246,NA
"Sachsen-Anhalt","total",2014,"25-29",480,125751,3.81706706109693,NA
"Sachsen-Anhalt","total",2014,"30-34",410,120801,3.3940116389765,NA
"Sachsen-Anhalt","total",2014,"35-44",255,221086,1.15339732049972,NA
"Sachsen-Anhalt","total",2014,"45-64",102,674935,0.151125663952825,NA
"Sachsen-Anhalt","total",2015,"15-19",251,75047,3.34457073567231,NA
"Sachsen-Anhalt","total",2015,"15-64",2151,1281719,1.67821495975327,1.94500909570355
"Sachsen-Anhalt","total",2015,"20-24",410,70527,5.81337643739277,NA
"Sachsen-Anhalt","total",2015,"25-29",537,125273,4.2866379826459,NA
"Sachsen-Anhalt","total",2015,"30-34",478,121666,3.92878865089672,NA
"Sachsen-Anhalt","total",2015,"35-44",350,219621,1.5936545230192,NA
"Sachsen-Anhalt","total",2015,"45-64",125,669585,0.186682796060246,NA
"Sachsen-Anhalt","total",2016,"15-19",264,77661,3.39938965503921,NA
"Sachsen-Anhalt","total",2016,"15-64",2532,1273008,1.98898985709438,2.29902795944255
"Sachsen-Anhalt","total",2016,"20-24",453,69758,6.49387883826945,NA
"Sachsen-Anhalt","total",2016,"25-29",578,118891,4.86159591558655,NA
"Sachsen-Anhalt","total",2016,"30-34",604,123808,4.87852158180408,NA
"Sachsen-Anhalt","total",2016,"35-44",472,218553,2.15965921309705,NA
"Sachsen-Anhalt","total",2016,"45-64",161,664337,0.24234688117627,NA
"Sachsen-Anhalt","total",2017,"15-19",325,79799,4.07273274101179,NA
"Sachsen-Anhalt","total",2017,"15-64",3070,1263752,2.42927409808253,2.7967805896235
"Sachsen-Anhalt","total",2017,"20-24",586,72063,8.13177358700026,NA
"Sachsen-Anhalt","total",2017,"25-29",629,109408,5.74912255045335,NA
"Sachsen-Anhalt","total",2017,"30-34",701,126601,5.53708106571038,NA
"Sachsen-Anhalt","total",2017,"35-44",615,222191,2.76788888838882,NA
"Sachsen-Anhalt","total",2017,"45-64",214,653690,0.32737230185562,NA
"Sachsen-Anhalt","total",2018,"15-19",373,80136,4.65458720175701,NA
"Sachsen-Anhalt","total",2018,"15-64",3461,1246804,2.77589741450942,3.17354502437391
"Sachsen-Anhalt","total",2018,"20-24",665,74925,8.87554220887554,NA
"Sachsen-Anhalt","total",2018,"25-29",640,96578,6.62676800099402,NA
"Sachsen-Anhalt","total",2018,"30-34",761,128083,5.94145983463848,NA
"Sachsen-Anhalt","total",2018,"35-44",767,229066,3.34837994289855,NA
"Sachsen-Anhalt","total",2018,"45-64",255,638016,0.399676497141138,NA
"Sachsen-Anhalt","total",2019,"15-19",419,80520,5.20367610531545,NA
"Sachsen-Anhalt","total",2019,"15-64",3922,1229046,3.1910929289872,3.63785305842792
"Sachsen-Anhalt","total",2019,"20-24",748,77652,9.63272034203884,NA
"Sachsen-Anhalt","total",2019,"25-29",673,84778,7.93838024015664,NA
"Sachsen-Anhalt","total",2019,"30-34",839,127949,6.55730017428819,NA
"Sachsen-Anhalt","total",2019,"35-44",984,235222,4.18328217598694,NA
"Sachsen-Anhalt","total",2019,"45-64",259,622925,0.415780390897781,NA
"Sachsen-Anhalt","total",2020,"15-19",388,80540,4.81748199652347,NA
"Sachsen-Anhalt","total",2020,"15-64",4287,1215350,3.52737894433702,3.99686990864403
"Sachsen-Anhalt","total",2020,"20-24",852,81025,10.5152730638692,NA
"Sachsen-Anhalt","total",2020,"25-29",683,75088,9.09599403366716,NA
"Sachsen-Anhalt","total",2020,"30-34",853,127682,6.68065976410144,NA
"Sachsen-Anhalt","total",2020,"35-44",1180,243099,4.85398952690056,NA
"Sachsen-Anhalt","total",2020,"45-64",331,607916,0.544483119378335,NA
"Sachsen-Anhalt","total",2021,"15-19",341,80485,4.23681431322607,NA
"Sachsen-Anhalt","total",2021,"15-64",4636,1199586,3.86466664332528,4.34564834217105
"Sachsen-Anhalt","total",2021,"20-24",882,82477,10.6938904179347,NA
"Sachsen-Anhalt","total",2021,"25-29",763,73286,10.4112654531561,NA
"Sachsen-Anhalt","total",2021,"30-34",847,119581,7.08306503541533,NA
"Sachsen-Anhalt","total",2021,"35-44",1379,249518,5.526655391595,NA
"Sachsen-Anhalt","total",2021,"45-64",424,594239,0.713517625063316,NA
"Sachsen-Anhalt","women",2009,"15-19",26,41243,0.630410008971219,NA
"Sachsen-Anhalt","women",2009,"15-64",236,697225,0.338484707232242,0.349580699387813
"Sachsen-Anhalt","women",2009,"20-24",57,67509,0.844331866862196,NA
"Sachsen-Anhalt","women",2009,"25-29",53,60384,0.877715951245363,NA
"Sachsen-Anhalt","women",2009,"30-34",33,51118,0.645565162956297,NA
"Sachsen-Anhalt","women",2009,"35-44",37,137646,0.268805486537931,NA
"Sachsen-Anhalt","women",2009,"45-64",30,339325,0.0884108155897738,NA
"Sachsen-Anhalt","women",2010,"15-19",26,34107,0.762306857829771,NA
"Sachsen-Anhalt","women",2010,"15-64",261,685000,0.381021897810219,0.401592934215347
"Sachsen-Anhalt","women",2010,"20-24",59,65444,0.901534136055253,NA
"Sachsen-Anhalt","women",2010,"25-29",60,59620,1.00637370010064,NA
"Sachsen-Anhalt","women",2010,"30-34",40,53522,0.747356227345764,NA
"Sachsen-Anhalt","women",2010,"35-44",42,128252,0.327480273212114,NA
"Sachsen-Anhalt","women",2010,"45-64",34,344055,0.0988214093676883,NA
"Sachsen-Anhalt","women",2011,"15-19",27,32353,0.834543937192841,NA
"Sachsen-Anhalt","women",2011,"15-64",246,674696,0.364608653378707,0.38823539572171
"Sachsen-Anhalt","women",2011,"20-24",61,59520,1.02486559139785,NA
"Sachsen-Anhalt","women",2011,"25-29",45,59463,0.756773119418798,NA
"Sachsen-Anhalt","women",2011,"30-34",31,54927,0.56438545706119,NA
"Sachsen-Anhalt","women",2011,"35-44",46,120492,0.381768084188162,NA
"Sachsen-Anhalt","women",2011,"45-64",36,347941,0.10346581748055,NA
"Sachsen-Anhalt","women",2012,"15-19",29,32296,0.897944017835026,NA
"Sachsen-Anhalt","women",2012,"15-64",275,666143,0.412824273466808,0.445400201017646
"Sachsen-Anhalt","women",2012,"20-24",57,52506,1.08559021826077,NA
"Sachsen-Anhalt","women",2012,"25-29",65,60165,1.08036233690684,NA
"Sachsen-Anhalt","women",2012,"30-34",33,56002,0.58926466911896,NA
"Sachsen-Anhalt","women",2012,"35-44",50,115268,0.433771731963771,NA
"Sachsen-Anhalt","women",2012,"45-64",41,349906,0.117174326819203,NA
"Sachsen-Anhalt","women",2013,"15-19",35,33249,1.05266323799212,NA
"Sachsen-Anhalt","women",2013,"15-64",333,657941,0.506124409331536,0.555087691553584
"Sachsen-Anhalt","women",2013,"20-24",76,45564,1.66798349574225,NA
"Sachsen-Anhalt","women",2013,"25-29",80,60598,1.32017558335259,NA
"Sachsen-Anhalt","women",2013,"30-34",52,56741,0.916444898750463,NA
"Sachsen-Anhalt","women",2013,"35-44",41,111371,0.368138923058965,NA
"Sachsen-Anhalt","women",2013,"45-64",49,350418,0.139832999446375,NA
"Sachsen-Anhalt","women",2014,"15-19",57,34588,1.64797039435642,NA
"Sachsen-Anhalt","women",2014,"15-64",390,648095,0.601763630331973,0.683071735065409
"Sachsen-Anhalt","women",2014,"20-24",86,39514,2.1764437920737,NA
"Sachsen-Anhalt","women",2014,"25-29",99,60565,1.63460744654503,NA
"Sachsen-Anhalt","women",2014,"30-34",70,57638,1.21447656060238,NA
"Sachsen-Anhalt","women",2014,"35-44",43,107998,0.398155521398544,NA
"Sachsen-Anhalt","women",2014,"45-64",35,347792,0.100634862216497,NA
"Sachsen-Anhalt","women",2015,"15-19",77,36340,2.11887727022565,NA
"Sachsen-Anhalt","women",2015,"15-64",460,639939,0.718818512389462,0.833580645980518
"Sachsen-Anhalt","women",2015,"20-24",92,34351,2.67823353031935,NA
"Sachsen-Anhalt","women",2015,"25-29",113,60095,1.88035610283717,NA
"Sachsen-Anhalt","women",2015,"30-34",91,58055,1.56747911463268,NA
"Sachsen-Anhalt","women",2015,"35-44",55,106629,0.515807144397865,NA
"Sachsen-Anhalt","women",2015,"45-64",32,344469,0.0928966031776444,NA
"Sachsen-Anhalt","women",2016,"15-19",88,37236,2.36330432914384,NA
"Sachsen-Anhalt","women",2016,"15-64",551,632552,0.871074631018477,1.01373413054667
"Sachsen-Anhalt","women",2016,"20-24",109,33573,3.24665653948113,NA
"Sachsen-Anhalt","women",2016,"25-29",131,56766,2.30771940950569,NA
"Sachsen-Anhalt","women",2016,"30-34",120,58961,2.03524363562355,NA
"Sachsen-Anhalt","women",2016,"35-44",70,105206,0.665361291181111,NA
"Sachsen-Anhalt","women",2016,"45-64",33,340810,0.0968281447140635,NA
"Sachsen-Anhalt","women",2017,"15-19",94,38177,2.46221547004741,NA
"Sachsen-Anhalt","women",2017,"15-64",665,625847,1.06256001866271,1.23796295188211
"Sachsen-Anhalt","women",2017,"20-24",146,34185,4.27087904051485,NA
"Sachsen-Anhalt","women",2017,"25-29",147,52021,2.82578189577286,NA
"Sachsen-Anhalt","women",2017,"30-34",142,60667,2.3406464799644,NA
"Sachsen-Anhalt","women",2017,"35-44",96,106292,0.90317239303052,NA
"Sachsen-Anhalt","women",2017,"45-64",40,334505,0.11957967743382,NA
"Sachsen-Anhalt","women",2018,"15-19",113,38078,2.96759283575818,NA
"Sachsen-Anhalt","women",2018,"15-64",792,615723,1.2862926998017,1.48971745907191
"Sachsen-Anhalt","women",2018,"20-24",175,35616,4.91352201257862,NA
"Sachsen-Anhalt","women",2018,"25-29",166,45952,3.6124651810585,NA
"Sachsen-Anhalt","women",2018,"30-34",166,61527,2.69800250296618,NA
"Sachsen-Anhalt","women",2018,"35-44",124,109282,1.13467908713237,NA
"Sachsen-Anhalt","women",2018,"45-64",48,325268,0.147570618689819,NA
"Sachsen-Anhalt","women",2019,"15-19",141,38489,3.66338434357869,NA
"Sachsen-Anhalt","women",2019,"15-64",940,606714,1.54932966768527,1.78986220346398
"Sachsen-Anhalt","women",2019,"20-24",203,36799,5.51645425147422,NA
"Sachsen-Anhalt","women",2019,"25-29",181,40375,4.48297213622291,NA
"Sachsen-Anhalt","women",2019,"30-34",198,61703,3.20892014974961,NA
"Sachsen-Anhalt","women",2019,"35-44",166,112424,1.476553049171,NA
"Sachsen-Anhalt","women",2019,"45-64",51,316924,0.160921861392637,NA
"Sachsen-Anhalt","women",2020,"15-19",118,38850,3.03732303732304,NA
"Sachsen-Anhalt","women",2020,"15-64",1030,599177,1.71902459540336,1.97096314323
"Sachsen-Anhalt","women",2020,"20-24",245,38221,6.41008869469663,NA
"Sachsen-Anhalt","women",2020,"25-29",169,35744,4.72806624888093,NA
"Sachsen-Anhalt","women",2020,"30-34",216,61487,3.51293769414673,NA
"Sachsen-Anhalt","women",2020,"35-44",210,116282,1.80595448994685,NA
"Sachsen-Anhalt","women",2020,"45-64",72,308593,0.233317022745169,NA
"Sachsen-Anhalt","women",2021,"15-19",101,38732,2.60766291438604,NA
"Sachsen-Anhalt","women",2021,"15-64",1074,590225,1.81964505061629,2.08017943759748
"Sachsen-Anhalt","women",2021,"20-24",236,38873,6.0710518869138,NA
"Sachsen-Anhalt","women",2021,"25-29",195,34620,5.63258232235702,NA
"Sachsen-Anhalt","women",2021,"30-34",197,57746,3.41149170505316,NA
"Sachsen-Anhalt","women",2021,"35-44",256,119507,2.14213393357711,NA
"Sachsen-Anhalt","women",2021,"45-64",89,300747,0.295929801461029,NA
"Schleswig-Holstein","men",2009,"15-19",202,72435,2.78870711672534,NA
"Schleswig-Holstein","men",2009,"15-64",1933,729888,2.64835152790565,2.71913979850968
"Schleswig-Holstein","men",2009,"20-24",451,68316,6.60167457111072,NA
"Schleswig-Holstein","men",2009,"25-29",440,61182,7.19165767709457,NA
"Schleswig-Holstein","men",2009,"30-34",267,58388,4.57285743645955,NA
"Schleswig-Holstein","men",2009,"35-44",370,167641,2.20709730913082,NA
"Schleswig-Holstein","men",2009,"45-64",203,301926,0.672350178520565,NA
"Schleswig-Holstein","men",2010,"15-19",214,70817,3.02187327901493,NA
"Schleswig-Holstein","men",2010,"15-64",2218,733806,3.02259725322497,3.1211927514773
"Schleswig-Holstein","men",2010,"20-24",476,70359,6.76530365695931,NA
"Schleswig-Holstein","men",2010,"25-29",448,61037,7.33981027901109,NA
"Schleswig-Holstein","men",2010,"30-34",342,59852,5.71409476709216,NA
"Schleswig-Holstein","men",2010,"35-44",454,159636,2.8439700318224,NA
"Schleswig-Holstein","men",2010,"45-64",284,312105,0.909950177023758,NA
"Schleswig-Holstein","men",2011,"15-19",214,70061,3.05448109504575,NA
"Schleswig-Holstein","men",2011,"15-64",2210,735748,3.00374584776309,3.12618800154702
"Schleswig-Holstein","men",2011,"20-24",442,71702,6.16440266659229,NA
"Schleswig-Holstein","men",2011,"25-29",471,61567,7.65020221872107,NA
"Schleswig-Holstein","men",2011,"30-34",360,60660,5.93471810089021,NA
"Schleswig-Holstein","men",2011,"35-44",411,151432,2.71408949231338,NA
"Schleswig-Holstein","men",2011,"45-64",312,320326,0.974007729625444,NA
"Schleswig-Holstein","men",2012,"15-19",277,69841,3.96615168740425,NA
"Schleswig-Holstein","men",2012,"15-64",2476,736677,3.36103882705718,3.47396370346506
"Schleswig-Holstein","men",2012,"20-24",485,71480,6.78511471740347,NA
"Schleswig-Holstein","men",2012,"25-29",498,62864,7.92186306948333,NA
"Schleswig-Holstein","men",2012,"30-34",388,61741,6.28431674252118,NA
"Schleswig-Holstein","men",2012,"35-44",440,143759,3.06067794016375,NA
"Schleswig-Holstein","men",2012,"45-64",388,326992,1.18657337182561,NA
"Schleswig-Holstein","men",2013,"15-19",310,69242,4.47705150053436,NA
"Schleswig-Holstein","men",2013,"15-64",2910,739104,3.9371996363164,4.07545095016384
"Schleswig-Holstein","men",2013,"20-24",565,70674,7.99445340577865,NA
"Schleswig-Holstein","men",2013,"25-29",586,65047,9.00887050901656,NA
"Schleswig-Holstein","men",2013,"30-34",457,62817,7.27510068930385,NA
"Schleswig-Holstein","men",2013,"35-44",532,138020,3.85451383857412,NA
"Schleswig-Holstein","men",2013,"45-64",460,333304,1.38012145068766,NA
"Schleswig-Holstein","men",2014,"15-19",393,69225,5.6771397616468,NA
"Schleswig-Holstein","men",2014,"15-64",3430,747026,4.59154032122041,4.72078628532382
"Schleswig-Holstein","men",2014,"20-24",662,71265,9.28927243387357,NA
"Schleswig-Holstein","men",2014,"25-29",654,67727,9.65641472381768,NA
"Schleswig-Holstein","men",2014,"30-34",498,64599,7.70909766405053,NA
"Schleswig-Holstein","men",2014,"35-44",668,134610,4.96248421365426,NA
"Schleswig-Holstein","men",2014,"45-64",555,339600,1.63427561837456,NA
"Schleswig-Holstein","men",2015,"15-19",399,69518,5.7395206996749,NA
"Schleswig-Holstein","men",2015,"15-64",3781,754526,5.0110930570981,5.16382252069309
"Schleswig-Holstein","men",2015,"20-24",712,70804,10.0559290435569,NA
"Schleswig-Holstein","men",2015,"25-29",685,70592,9.7036491387126,NA
"Schleswig-Holstein","men",2015,"30-34",572,65463,8.73776026152177,NA
"Schleswig-Holstein","men",2015,"35-44",747,133968,5.5759584378359,NA
"Schleswig-Holstein","men",2015,"45-64",666,344181,1.93502837169977,NA
"Schleswig-Holstein","men",2016,"15-19",342,68667,4.98055834680414,NA
"Schleswig-Holstein","men",2016,"15-64",4203,765227,5.49248785001052,5.66750664845457
"Schleswig-Holstein","men",2016,"20-24",826,71953,11.4797159256737,NA
"Schleswig-Holstein","men",2016,"25-29",734,73866,9.93691278802155,NA
"Schleswig-Holstein","men",2016,"30-34",662,67533,9.80261501784313,NA
"Schleswig-Holstein","men",2016,"35-44",864,134560,6.42092746730083,NA
"Schleswig-Holstein","men",2016,"45-64",775,348648,2.22287235263073,NA
"Schleswig-Holstein","men",2017,"15-19",432,67602,6.3903434809621,NA
"Schleswig-Holstein","men",2017,"15-64",4676,777523,6.01397000474584,6.15828386707185
"Schleswig-Holstein","men",2017,"20-24",880,74464,11.8177911474001,NA
"Schleswig-Holstein","men",2017,"25-29",776,75974,10.2140205859899,NA
"Schleswig-Holstein","men",2017,"30-34",745,70554,10.5592879213085,NA
"Schleswig-Holstein","men",2017,"35-44",988,137123,7.20520992101981,NA
"Schleswig-Holstein","men",2017,"45-64",855,351806,2.43031670864056,NA
"Schleswig-Holstein","men",2018,"15-19",465,66570,6.98512843623254,NA
"Schleswig-Holstein","men",2018,"15-64",5140,783013,6.56438654275216,6.70838483604423
"Schleswig-Holstein","men",2018,"20-24",891,74325,11.9878910191726,NA
"Schleswig-Holstein","men",2018,"25-29",841,75912,11.0786173464011,NA
"Schleswig-Holstein","men",2018,"30-34",835,73650,11.3374066530889,NA
"Schleswig-Holstein","men",2018,"35-44",1116,139635,7.99226554946826,NA
"Schleswig-Holstein","men",2018,"45-64",992,352921,2.81082735229697,NA
"Schleswig-Holstein","men",2019,"15-19",463,64722,7.15367263063564,NA
"Schleswig-Holstein","men",2019,"15-64",5502,781839,7.03725447310763,7.19143609124885
"Schleswig-Holstein","men",2019,"20-24",978,73752,13.2606573381061,NA
"Schleswig-Holstein","men",2019,"25-29",866,74491,11.6255655045576,NA
"Schleswig-Holstein","men",2019,"30-34",876,75073,11.6686425212793,NA
"Schleswig-Holstein","men",2019,"35-44",1252,141170,8.86873981724162,NA
"Schleswig-Holstein","men",2019,"45-64",1067,352631,3.02582586329619,NA
"Schleswig-Holstein","men",2020,"15-19",404,63030,6.40964620022212,NA
"Schleswig-Holstein","men",2020,"15-64",5772,785959,7.34389452884947,7.48746659971794
"Schleswig-Holstein","men",2020,"20-24",1018,74303,13.7006581160922,NA
"Schleswig-Holstein","men",2020,"25-29",892,73483,12.1388620497258,NA
"Schleswig-Holstein","men",2020,"30-34",926,77901,11.8868820682661,NA
"Schleswig-Holstein","men",2020,"35-44",1333,143816,9.26878789564443,NA
"Schleswig-Holstein","men",2020,"45-64",1199,353426,3.39250649357999,NA
"Schleswig-Holstein","men",2021,"15-19",343,61954,5.53636569067373,NA
"Schleswig-Holstein","men",2021,"15-64",6019,786392,7.65394358030092,7.81662037299004
"Schleswig-Holstein","men",2021,"20-24",1001,72467,13.8131839319966,NA
"Schleswig-Holstein","men",2021,"25-29",959,72952,13.1456300032898,NA
"Schleswig-Holstein","men",2021,"30-34",905,78877,11.4735600999024,NA
"Schleswig-Holstein","men",2021,"35-44",1523,146773,10.3765678973653,NA
"Schleswig-Holstein","men",2021,"45-64",1288,353369,3.64491508875991,NA
"Schleswig-Holstein","total",2009,"15-19",266,141245,1.88325250451343,NA
"Schleswig-Holstein","total",2009,"15-64",2500,1537518,1.62599722409754,1.64603401962236
"Schleswig-Holstein","total",2009,"20-24",585,137716,4.24787243312324,NA
"Schleswig-Holstein","total",2009,"25-29",553,127968,4.32139284821205,NA
"Schleswig-Holstein","total",2009,"30-34",362,125118,2.89326875429594,NA
"Schleswig-Holstein","total",2009,"35-44",461,357419,1.28980272453339,NA
"Schleswig-Holstein","total",2009,"45-64",273,648052,0.421262491281564,NA
"Schleswig-Holstein","total",2010,"15-19",285,137993,2.06532215402231,NA
"Schleswig-Holstein","total",2010,"15-64",2872,1544348,1.85968447526076,1.89138315924526
"Schleswig-Holstein","total",2010,"20-24",631,141363,4.46368568861725,NA
"Schleswig-Holstein","total",2010,"25-29",571,127013,4.49560281231055,NA
"Schleswig-Holstein","total",2010,"30-34",440,127602,3.4482218147051,NA
"Schleswig-Holstein","total",2010,"35-44",567,340505,1.66517378599433,NA
"Schleswig-Holstein","total",2010,"45-64",378,669872,0.564286908543722,NA
"Schleswig-Holstein","total",2011,"15-19",288,136679,2.10712691781473,NA
"Schleswig-Holstein","total",2011,"15-64",2905,1547493,1.87722981622534,1.92502481852529
"Schleswig-Holstein","total",2011,"20-24",582,142792,4.07585859151773,NA
"Schleswig-Holstein","total",2011,"25-29",619,127855,4.84142192327246,NA
"Schleswig-Holstein","total",2011,"30-34",459,128952,3.55946398659967,NA
"Schleswig-Holstein","total",2011,"35-44",541,323689,1.67135738316718,NA
"Schleswig-Holstein","total",2011,"45-64",416,687526,0.60506802651827,NA
"Schleswig-Holstein","total",2012,"15-19",373,135904,2.74458441252649,NA
"Schleswig-Holstein","total",2012,"15-64",3215,1545959,2.07961530674487,2.12718869223088
"Schleswig-Holstein","total",2012,"20-24",637,141908,4.48882374496152,NA
"Schleswig-Holstein","total",2012,"25-29",651,128864,5.05183759622548,NA
"Schleswig-Holstein","total",2012,"30-34",497,130582,3.80603758557841,NA
